ell,residuals
1950,-9.33634729655626e-19
1951,-1.3309176230331098e-18
1952,-1.7119663296314883e-18
1953,-2.0762483967209806e-18
1954,-2.4232944619121057e-18
1955,-2.752697577563272e-18
1956,-3.0641123816474385e-18
1957,-3.3572541221996825e-18
1958,-3.6318975426638414e-18
1959,-3.887875635620866e-18
1960,-4.1250782725251034e-18
1961,-4.343450717184567e-18
1962,-4.542992030812872e-18
1963,-4.723753376544886e-18
1964,-4.885836231341888e-18
1965,-5.029390513235386e-18
1966,-5.154612631842079e-18
1967,-5.261743470057613e-18
1968,-5.3510663047831195e-18
1969,-5.4229046744657666e-18
1970,-5.477620201141068e-18
1971,-5.515610374553466e-18
1972,-5.5373063058008444e-18
1973,-5.543170457804292e-18
1974,-5.533694359734988e-18
1975,-5.509396312358937e-18
1976,-5.470819091059988e-18
1977,-5.4185276531005134e-18
1978,-5.353106855457658e-18
1979,-5.2751591893442906e-18
1980,-5.185302537283686e-18
1981,-5.084167958356797e-18
1982,-4.972397506983906e-18
1983,-4.8506420903396534e-18
1984,-4.719559369223947e-18
1985,-4.579811706942061e-18
1986,-4.432064170461165e-18
1987,-4.276982587827921e-18
1988,-4.1152316655484825e-18
1989,-3.947473169338821e-18
1990,-3.774364171369671e-18
1991,-3.596555366839232e-18
1992,-3.4146894624203664e-18
1993,-3.2293996388433205e-18
1994,-3.041308089592084e-18
1995,-2.8510246374122135e-18
1996,-2.6591454300543106e-18
1997,-2.4662517164032158e-18
1998,-2.272908703880484e-18
1999,-2.079664497746301e-18
2000,-1.8870491226733296e-18
2001,-1.695573626720778e-18
2002,-1.5057292675958764e-18
2003,-1.3179867808610446e-18
2004,-1.1327957295208851e-18
2005,-9.505839342110407e-19
2006,-7.717569830047608e-19
2007,-5.966978196592113e-19
2008,-4.257664089366503e-19
2009,-2.592994774601694e-19
2010,-9.761032839813861e-20
2011,5.901127188381553e-20
2012,2.1029913721035674e-19
2013,3.560106371655647e-19
2014,4.959266071080647e-19
2015,6.298511950134855e-19
2016,7.576116476261998e-19
2017,8.790580384962233e-19
2018,9.940629405603765e-19
2019,1.1025210459971165e-18
2020,1.2043487361489394e-18
2021,1.299483604355703e-18
2022,1.3878839345862981e-18
2023,1.4695281387876008e-18
2024,1.5444141558931099e-18
2025,1.612558815447227e-18
2026,1.6739971688068618e-18
2027,1.728781790876369e-18
2028,1.7769820553227585e-18
2029,1.8186833861941516e-18
2030,1.8539864888408452e-18
2031,1.8830065629984803e-18
2032,1.905872500853813e-18
2033,1.9227260728631246e-18
2034,1.9337211040368787e-18
2035,1.9390226433452132e-18
2036,1.9388061288282344e-18
2037,1.933256550925975e-18
2038,1.9225676164638208e-18
2039,1.9069409156475166e-18
2040,1.8865850943365384e-18
2041,1.8617150337747903e-18
2042,1.8325510398648653e-18
2043,1.7993180439758984e-18
2044,1.7622448171763015e-18
2045,1.7215631996835287e-18
2046,1.6775073472181676e-18
2047,1.6303129958476992e-18
2048,1.5802167467984706e-18
2049,1.5274553726102266e-18
2050,1.4722651458987286e-18
2051,1.4148811918880842e-18
2052,1.355536865765275e-18
2053,1.2944631558062286e-18
2054,1.2318881131146543e-18
2055,1.1680363087132762e-18
2056,1.1031283186227656e-18
2057,1.037380237462359e-18
2058,9.710032210080313e-19
2059,9.042030580450189e-19
2060,8.371797717570942e-19
2061,7.70127250802624e-19
2062,7.032329101365759e-19
2063,6.366773815507879e-19
2064,5.70634233820632e-19
2065,5.052697222646771e-19
2066,4.4074256744642675e-19
2067,3.772037626723393e-19
2068,3.1479640986958804e-19
2069,2.536555833591258e-19
2070,1.9390822097621533e-19
2071,1.3567304193020127e-19
2072,7.90604907387112e-20
2073,2.4172706519728763e-20
2074,-2.889648312507354e-20
2075,-8.006154444602537e-20
2076,-1.2924519695208153e-19
2077,-1.7637835077768198e-19
2078,-2.214000229321259e-19
2079,-2.642572333836025e-19
2080,-3.0490488195604174e-19
2081,-3.4330560703873967e-19
2082,-3.794296271276835e-19
2083,-4.132545662321197e-19
2084,-4.447652641917538e-19
2085,-4.7395357295783425e-19
2086,-5.008181398960815e-19
2087,-5.253641791711002e-19
2088,-5.47603232270481e-19
2089,-5.675529187217348e-19
2090,-5.85236678048335e-19
2091,-6.006835040004444e-19
2092,-6.139276720831108e-19
2093,-6.250084613895888e-19
2094,-6.3396987172902035e-19
2095,-6.408603370183782e-19
2096,-6.45732435885638e-19
2097,-6.486426004076272e-19
2098,-6.496508238792761e-19
2099,-6.48820368483904e-19
2100,-6.4621747370430665e-19
2101,-6.419110662838701e-19
2102,-6.359724725149712e-19
2103,-6.284751335983406e-19
2104,-6.194943247832625e-19
2105,-6.091068789628424e-19
2106,-5.9739091536327e-19
2107,-5.844255739286949e-19
2108,-5.702907559671675e-19
2109,-5.550668715850127e-19
2110,-5.388345943995778e-19
2111,-5.216746239827758e-19
2112,-5.036674564494865e-19
2113,-4.8489316356767245e-19
2114,-4.654311807292992e-19
2115,-4.453601040838087e-19
2116,-4.247574970995705e-19
2117,-4.036997067817362e-19
2118,-3.8226168973973173e-19
2119,-3.6051684826237985e-19
2120,-3.3853687652402503e-19
2121,-3.1639161701218144e-19
2122,-2.9414892723387216e-19
2123,-2.718745567266674e-19
2124,-2.496320343697009e-19
2125,-2.2748256596014527e-19
2126,-2.0548494199246976e-19
2127,-1.8369545555033337e-19
2128,-1.621678301949176e-19
2129,-1.4095315770874485e-19
2130,-1.2009984553025248e-19
2131,-9.96535736924028e-20
2132,-7.965726105731012e-20
2133,-6.015104061957575e-20
2134,-4.1172243632385155e-20
2135,-2.2755392293707292e-20
2136,-4.932200714331754e-21
2137,1.2268416124899173e-20
2138,2.8820325732143663e-20
2139,4.4700154096811296e-20
2140,5.988725464237057e-20
2141,7.436367047587868e-20
2142,8.811409027799815e-20
2143,1.0112579818376077e-19
2144,1.1338861800937435e-19
2145,1.2489485218435536e-19
2146,1.3563921575084034e-19
2147,1.4561876579380875e-19
2148,1.5483282666611646e-19
2149,1.6328291137178578e-19
2150,1.709726394694298e-19
2151,1.7790765185479502e-19
2152,1.840955227781186e-19
2153,1.895456694472444e-19
2154,1.9426925956224428e-19
2155,1.982791171209639e-19
2156,2.0158962682810003e-19
2157,2.0421663743263489e-19
2158,2.0617736431005013e-19
2159,2.074902915969456e-19
2160,2.0817507417583292e-19
2161,2.0825243979811542e-19
2162,2.0774409162230468e-19
2163,2.0667261143387765e-19
2164,2.050613638014438e-19
2165,2.0293440141240112e-19
2166,2.0031637181902308e-19
2167,1.9723242581377743e-19
2168,1.9370812764008716e-19
2169,1.8976936723209713e-19
2170,1.8544227466432975e-19
2171,1.8075313697913384e-19
2172,1.7572831754706419e-19
2173,1.703941781023408e-19
2174,1.6477700358285037e-19
2175,1.5890292989124435e-19
2176,1.5279787468111506e-19
2177,1.464874712597795e-19
2178,1.3999700568671718e-19
2179,1.333513571348474e-19
2180,1.2657494156967868e-19
2181,1.1969165878995465e-19
2182,1.1272484286198253e-19
2183,1.0569721596886674e-19
2184,9.86308456851335e-20
2185,9.15471056769378e-20
2186,8.446663981806121e-20
2187,7.740932970233794e-20
2188,7.039426552390992e-20
2189,6.343972028806653e-20
2190,5.656312730690108e-20
2191,4.978106092628799e-20
2192,4.310922042304539e-20
2193,3.656241700427318e-20
2194,3.0154563834151354e-20
2195,2.3898669007455723e-20
2196,1.780683138332928e-20
2197,1.1890239187677965e-20
2198,6.159171287814281e-21
2199,6.230010386056401e-22
2200,-4.709797404362713e-21
2201,-9.831640412562437e-21
2202,-1.4735823964152643e-20
2203,-1.9416510588883497e-20
2204,-2.386871429380711e-20
2205,-2.808828358705403e-20
2206,-3.207188271816008e-20
2207,-3.5816971254389726e-20
2208,-3.932178211293666e-20
2209,-4.2585298169116394e-20
2210,-4.560722756035302e-20
2211,-4.8387977805264533e-20
2212,-5.0928628856242095e-20
2213,-5.3230905202712245e-20
2214,-5.529714714076727e-20
2215,-5.713028132306012e-20
2216,-5.873379070079578e-20
2217,-6.011168396735813e-20
2218,-6.126846461051706e-20
2219,-6.220909967746549e-20
2220,-6.293898835386551e-20
2221,-6.346393045500284e-20
2222,-6.379009492376356e-20
2223,-6.392398842666089e-20
2224,-6.387242413552759e-20
2225,-6.36424907787039e-20
2226,-6.324152204169924e-20
2227,-6.267706639335038e-20
2228,-6.195685740943585e-20
2229,-6.108878466164232e-20
2230,-6.008086523558609e-20
2231,-5.89412159374445e-20
2232,-5.767802624450564e-20
2233,-5.629953205077117e-20
2234,-5.481399025450173e-20
2235,-5.322965423041213e-20
2236,-5.15547502250718e-20
2237,-4.979745470990614e-20
2238,-4.796587272216602e-20
2239,-4.606801722017288e-20
2240,-4.411178947523878e-20
2241,-4.210496051877493e-20
2242,-4.0055153659334437e-20
2243,-3.796982808066878e-20
2244,-3.585626352827053e-20
2245,-3.3721546088432986e-20
2246,-3.1572555060516943e-20
2247,-2.9415950919850803e-20
2248,-2.725816436562641e-20
2249,-2.5105386445165564e-20
2250,-2.296355974310328e-20
2251,-2.0838370621343828e-20
2252,-1.873524249308318e-20
2253,-1.665933011179426e-20
2254,-1.4615514853806384e-20
2255,-1.2608400970977896e-20
2256,-1.0642312788033622e-20
2257,-8.721292817268964e-21
2258,-6.849100761695492e-21
2259,-5.029213376151352e-21
2260,-3.26482515453701e-21
2261,-1.5588498101073488e-21
2262,8.607748535127446e-23
2263,1.6675971385575433e-21
2264,3.1836214839019343e-21
2265,4.632330481330215e-21
2266,6.012166800067911e-21
2267,7.321830325709795e-21
2268,8.560272128493107e-21
2269,9.726687930724607e-21
2270,1.082051111137315e-20
2271,1.1841405285773221e-20
2272,1.2789256498192298e-20
2273,1.3664165064737142e-20
2274,1.44664371036913e-20
2275,1.5196575789876083e-20
2276,1.5855272369076507e-20
2277,1.644339696790842e-20
2278,1.696198923376046e-20
2279,1.7412248838642856e-20
2280,1.7795525879891912e-20
2281,1.8113311209732165e-20
2282,1.8367226724690228e-20
2283,1.8559015644810832e-20
2284,1.8690532811499313e-20
2285,1.8763735031692334e-20
2286,1.8780671494827613e-20
2287,1.8743474287922825e-20
2288,1.8654349032754232e-20
2289,1.8515565667915315e-20
2290,1.8329449397194482e-20
2291,1.8098371824437872e-20
2292,1.7824742293721303e-20
2293,1.7510999452343068e-20
2294,1.715960305283369e-20
2295,1.677302600883328e-20
2296,1.6353746718394884e-20
2297,1.5904241666949192e-20
2298,1.5426978320884215e-20
2299,1.492440832141035e-20
2300,1.4398960987132958e-20
2301,1.3853037132512313e-20
2302,1.3289003208194202e-20
2303,1.2709185768005019e-20
2304,1.2115866266271577e-20
2305,1.1511276187990146e-20
2306,1.0897592513315938e-20
2307,1.0276933516777482e-20
2308,9.651354900628871e-21
2309,9.022846260793152e-21
2310,8.393327882912048e-21
2311,7.764647865156259e-21
2312,7.138579563601887e-21
2313,6.516819355193467e-21
2314,5.900984712566099e-21
2315,5.292612584301004e-21
2316,4.693158073531698e-21
2317,4.103993407211324e-21
2318,3.526407187794111e-21
2319,2.9616039185583584e-21
2320,2.410703793340525e-21
2321,1.8747427410188217e-21
2322,1.354672714706229e-21
2323,8.513622152800779e-22
2324,3.655970385875939e-22
2325,-1.0191876459088446e-22
2326,-5.50561726930164e-22
2327,-9.79787612588383e-22
2328,-1.3891298862797137e-21
2329,-1.7781980148810033e-21
2330,-2.146675613119268e-21
2331,-2.494318444888108e-21
2332,-2.8209522917250308e-21
2333,-3.1264706999251423e-21
2334,-3.410832617675188e-21
2335,-3.674059933479156e-21
2336,-3.916234926989798e-21
2337,-4.137497643197282e-21
2338,-4.338043200715508e-21
2339,-4.518119044686579e-21
2340,-4.678022154576522e-21
2341,-4.818096216865062e-21
2342,-4.938728772344709e-21
2343,-5.040348347440978e-21
2344,-5.1234215786420185e-21
2345,-5.188450338789946e-21
2346,-5.235968873637764e-21
2347,-5.266540956715231e-21
2348,-5.280757070176111e-21
2349,-5.279231618920761e-21
2350,-5.262600184903356e-21
2351,-5.231516828139055e-21
2352,-5.186651440535285e-21
2353,-5.1286871582697625e-21
2354,-5.058317838039755e-21
2355,-4.976245602108651e-21
2356,-4.883178456674605e-21
2357,-4.779827987691611e-21
2358,-4.666907137879887e-21
2359,-4.5451280682733144e-21
2360,-4.415200107266889e-21
2361,-4.2778277897527136e-21
2362,-4.133708988559563e-21
2363,-3.983533140052168e-21
2364,-3.827979565390431e-21
2365,-3.667715888605286e-21
2366,-3.5033965523163635e-21
2367,-3.3356614315902325e-21
2368,-3.1651345461286313e-21
2369,-2.992422870675323e-21
2370,-2.818115243242039e-21
2371,-2.642781370479871e-21
2372,-2.4669709292587592e-21
2373,-2.29121276327092e-21
2374,-2.1160141732349497e-21
2375,-1.9418602990597614e-21
2376,-1.7692135921150323e-21
2377,-1.5985133755636417e-21
2378,-1.4301754905289552e-21
2379,-1.2645920257044674e-21
2380,-1.1021311278585701e-21
2381,-9.431368905509975e-22
2382,-7.879293182483219e-22
2383,-6.368043629168148e-22
2384,-4.900340300701209e-22
2385,-3.478665511637242e-22
2386,-2.1052661915529571e-22
2387,-7.821568398962833e-23
2388,4.888769528306186e-23
2389,1.706274450821748e-22
2390,2.8686952191781332e-22
2391,3.975014104242507e-22
2392,5.024315781766374e-22
2393,6.015888906541028e-22
2394,6.949219896970953e-22
2395,7.82398638779457e-22
2396,8.640050383825062e-22
2397,9.397451147138886e-22
2398,1.0096397849632814e-21
2399,1.07372620222839e-21
2400,1.132056983178473e-21
2401,1.1846994214503394e-21
2402,1.2317346896933207e-21
2403,1.2732570330963398e-21
2404,1.309372957139378e-21
2405,1.3402004122196655e-21
2406,1.365867977703702e-21
2407,1.3865140478553035e-21
2408,1.4022860219838655e-21
2409,1.413339501050463e-21
2410,1.4198374928589516e-21
2411,1.421949627846062e-21
2412,1.4198513873727555e-21
2413,1.4137233463028727e-21
2414,1.4037504315404958e-21
2415,1.3901211980812365e-21
2416,1.3730271240174905e-21
2417,1.3526619258211592e-21
2418,1.3292208951144047e-21
2419,1.3029002580234017e-21
2420,1.2738965580992374e-21
2421,1.242406063678621e-21
2422,1.2086242004482517e-21
2423,1.1727450098701885e-21
2424,1.134960634021109e-21
2425,1.0954608272966049e-21
2426,1.0544324953324077e-21
2427,1.0120592613990278e-21
2428,9.685210604330437e-22
2429,9.2399376077831e-22
2430,8.78648813625529e-22
2431,8.326529300544422e-22
2432,7.861677855053816e-22
2433,7.393497514309158e-22
2434,6.923496538075154e-22
2435,6.4531255811932845e-22
2436,5.983775803632333e-22
2437,5.516777235638912e-22
2438,5.053397392332523e-22
2439,4.594840131561205e-22
2440,4.1422447483665933e-22
2441,3.6966852989693864e-22
2442,3.259170146786854e-22
2443,2.83064172263891e-22
2444,2.4119764909794586e-22
2445,2.003985113706246e-22
2446,1.607412802860623e-22
2447,1.222939853319667e-22
2448,8.51182346407964e-23
2449,4.9269301522262735e-23
2450,1.4796226235570826e-23
2451,-1.825806793688915e-23
2452,-4.985664525729969e-23
2453,-7.996841568520796e-23
2454,-1.085679815570716e-22
2455,-1.3563547373024563e-22
2456,-1.6115637812088798e-22
2457,-1.8512135355634254e-22
2458,-2.0752604185017147e-22
2459,-2.2837087099319186e-22
2460,-2.4766085233821085e-22
2461,-2.654053726367019e-22
2462,-2.8161798176635723e-22
2463,-2.9631617696565948e-22
2464,-3.0952118436849196e-22
2465,-3.2125773860680665e-22
2466,-3.31553861222947e-22
2467,-3.40440638605899e-22
2468,-3.479520001374143e-22
2469,-3.54124497204477e-22
2470,-3.589970837045164e-22
2471,-3.6261089863916457e-22
2472,-3.6500905136088606e-22
2473,-3.662364100054086e-22
2474,-3.663393936106186e-22
2475,-3.653657683908189e-22
2476,-3.633644486026684e-22
2477,-3.6038530240717647e-22
2478,-3.5647896309998045e-22
2479,-3.51696646050278e-22
2480,-3.460899716572133e-22
2481,-3.397107946014601e-22
2482,-3.3261103963885166e-22
2483,-3.248425441529479e-22
2484,-3.164569076537874e-22
2485,-3.0750534838111213e-22
2486,-2.9803856714242074e-22
2487,-2.8810661848856753e-22
2488,-2.7775878930342775e-22
2489,-2.6704348485816034e-22
2490,-2.5600812235626678e-22
2491,-2.4469903197151354e-22
2492,-2.331613653584056e-22
2493,-2.214390115928374e-22
2494,-2.095745204801601e-22
2495,-1.9760903314798868e-22
2496,-1.85582219822833e-22
2497,-1.735322246719095e-22
2498,-1.614956175753788e-22
2499,-1.4950735267881663e-22
2500,-1.3760073356168142e-22
